13	NM_001243432.2	chr21	-	39739182	40033704	39739556	39947624	12	39739182,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39739570,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
13	NM_001136155.1	chr21	-	39751948	39870428	39755324	39795443	9	39751948,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39870286,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39870428,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,0,-1,
13	NM_001243429.1	chr21	-	39751948	39956869	39755324	39795443	9	39751948,39762916,39763580,39764297,39774478,39775427,39795331,39947585,39956767,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39947671,39956869,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,0,-1,-1,
13	NM_001243428.1	chr21	-	39751948	40032591	39755324	39947624	12	39751948,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40032445,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40032591,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
13	NM_001136154.1	chr21	-	39751948	40033704	39755324	39947624	12	39751948,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
13	NM_004449.4	chr21	-	39751948	40033704	39755324	39947624	11	39751948,39762916,39763580,39764297,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,-1,-1,
13	NM_182918.4	chr21	-	39751957	39870401	39755324	39870304	10	39751957,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39870286,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39870401,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,
13	NM_001331025.2	chr21	-	39751957	39870401	39755324	39870304	9	39751957,39762916,39763580,39764297,39774478,39775427,39795331,39817326,39870286,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39817544,39870401,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,
13	NM_001291391.1	chr21	-	39771993	40033704	39772283	39947624	8	39771993,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,2,0,0,-1,-1,
13	NR_111949.2	chr21	-	39842697	40033707	40033707	40033707	5	39842697,39845949,39947585,39956767,40033581,	39844003,39846044,39947671,39956869,40033707,	0	ERG	none	none	-1,-1,-1,-1,-1,
13	NM_ERGaltA	chr21	-	39751948	39765563	39755324	39765563	5	39751948,39762916,39763580,39764297,39764563,	39755845,39762964,39763637,39764366,39765563,	0	ERG	cmpl	cmpl	1,1,1,1,1,
13	NM_ERGaltB	chr21	-	39751948	39765663	39755324	39765663	5	39751948,39762916,39763580,39764297,39764663,	39755845,39762964,39763637,39764366,39765663,	0	ERG	cmpl	cmpl	1,1,1,1,1,
13	NM_ERGaltC	chr21	-	39751948	39768355	39755324	39768355	5	39751948,39762916,39763580,39764297,39767355,	39755845,39762964,39763637,39764366,39768355,	0	ERG	cmpl	cmpl	1,1,1,1,1,
13	NM_ERGaltD	chr21	-	39751948	39768355	39755324	39768355	5	39751948,39762916,39763580,39764297,39770007,	39755845,39762964,39763637,39764366,39771007,	0	ERG	cmpl	cmpl	1,1,1,1,1,
13	ENST00000398905.5_3	chr21	-	39751948	39870366	39755324	39870304	9	39751948,39762916,39763580,39764297,39774478,39775427,39795331,39817326,39870286,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39817544,39870366,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,
13	ENST00000398907.5_1	chr21	-	39751948	39870366	39755324	39870304	9	39751948,39762916,39763580,39772495,39774478,39775427,39795331,39817326,39870286,	39755845,39762964,39763637,39772567,39774559,39775631,39795483,39817544,39870366,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,
13	ENST00000288319.11_1	chr21	-	39751948	39870407	39755324	39870304	10	39751948,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39870286,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39870407,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,
