121	NM_001291839.2	chr7	+	50343659	50472799	50358657	50468325	6	50343659,50358643,50367233,50450237,50459426,50467615,	50343710,50358697,50367353,50450405,50459561,50472799,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,
969	NM_001291845.2	chr7	+	50344311	50437144	50358657	50436068	4	50344311,50358643,50367233,50435703,	50344518,50358697,50367353,50437144,	0	IKZF1	cmpl	cmpl	-1,0,1,1,
969	NM_001291846.2	chr7	+	50344311	50437537	50358657	50437233	5	50344311,50358643,50367233,50435703,50437219,	50344518,50358697,50367353,50435763,50437537,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,
121	NM_001220765.3	chr7	+	50344311	50472799	50358657	50468325	7	50344311,50358643,50367233,50444230,50450237,50459426,50467615,	50344518,50358697,50367353,50444491,50450405,50459561,50472799,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,
121	NM_006060.6	chr7	+	50344311	50472799	50358657	50468325	8	50344311,50358643,50367233,50444230,50450237,50455042,50459426,50467615,	50344518,50358697,50367353,50444491,50450405,50455168,50459561,50472799,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,1,
969	NM_001291847.2	chr7	+	50348295	50437537	50358657	50437233	5	50348295,50358643,50367233,50435703,50437219,	50348502,50358697,50367353,50435763,50437537,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,
121	NM_001291838.2	chr7	+	50348295	50472799	50358657	50468325	7	50348295,50358643,50367233,50450237,50455042,50459426,50467615,	50348502,50358697,50367353,50450405,50455168,50459561,50472799,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,
121	NM_001291837.2	chr7	+	50348295	50472799	50358657	50468325	7	50348295,50358643,50367233,50444230,50450237,50459426,50467615,	50348502,50358697,50367353,50444491,50450405,50459561,50472799,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,
121	NM_001291840.1	chr7	+	50358643	50472799	50358657	50468325	3	50358643,50367233,50467615,	50358697,50367353,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,
121	NM_001291844.1	chr7	+	50358643	50472799	50358657	50468325	4	50358643,50367233,50459426,50467615,	50358697,50367353,50459531,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,
121	NM_001291843.1	chr7	+	50358643	50472799	50358657	50468325	4	50358643,50367233,50459426,50467615,	50358697,50367353,50459561,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,
121	NM_001291842.1	chr7	+	50358643	50472799	50358657	50468325	5	50358643,50367233,50455042,50459426,50467615,	50358697,50367353,50455168,50459531,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,1,
121	NM_001291841.1	chr7	+	50358643	50472799	50358657	50468325	5	50358643,50367233,50455042,50459426,50467615,	50358697,50367353,50455168,50459561,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,1,
121	NM_001220770.2	chr7	+	50358643	50472799	50358657	50468325	5	50358643,50367233,50450237,50459426,50467615,	50358697,50367353,50450405,50459531,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,1,
121	NM_001220767.2	chr7	+	50358643	50472799	50358657	50468325	6	50358643,50367233,50450237,50455042,50459426,50467615,	50358697,50367353,50450405,50455168,50459531,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,1,1,
121	NM_001220771.2	chr7	+	50358643	50472799	50358657	50468325	4	50358643,50367233,50444230,50467615,	50358697,50367353,50444491,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,
